ID,Outline Level,Name,Duration,Start,Finish,Predecessors,Resource Names,Notes,Milestone
37,3,IAM and IdM Architecture Design,20 days,01/11/27,02/05/27,33,Bosch IAM Team,,No
38,2,2.3 Migration Strategy,45 days,12/14/26,02/12/27,"22,24",KPMG + All WS Leads,,No
39,3,Carve-Out Model Selection (Stand Alone),10 days,12/14/26,12/25/26,22,Bosch + JCI Management,JCI full carve-out; Merger Zone as interim state before Bosch integration,No
40,3,ERP Migration Strategy (Relocation vs Split vs Greenfield),20 days,12/28/26,01/22/27,39,ERP Architects + KPMG,,No
41,3,Application Categorization and Wave Planning (~500 Apps),25 days,01/04/27,02/05/27,"22,39",KPMG + WS Leads,Sort: keep/replace/no-action; assign to migration waves,No
42,3,Data Separation Rules Finalized,15 days,01/11/27,01/29/27,25,KPMG + Legal,,No
43,3,TSA Service Catalog Definition (18-Month JCI Services),25 days,01/11/27,02/12/27,39,JCI IT + Bosch IT,Catalog all JCI services; define exit criteria per service,No
44,3,Merger Zone to Bosch Migration Strategy,20 days,01/25/27,02/19/27,"40,41",Bosch IT Architects,Post-TSA migration roadmap,No
45,2,2.4 Client Device and Workplace Strategy,20 days,01/11/27,02/05/27,22,Bosch CWP Team,,No
46,3,Client Device Inventory (~6000 Devices),10 days,01/11/27,01/22/27,22,JCI IT + Asset Mgmt,Identify device age; out-of-support hardware replacement plan,No
47,3,Client Migration Approach (Reimaging vs In-Place),10 days,01/23/27,02/05/27,46,Bosch CWP Team,~6000 clients across 180 sites; wave-based by region,No
48,2,2.5 Planning and Baseline,25 days,02/22/27,03/26/27,"38,30",KPMG + IT PM,,No
49,3,Detailed Project Plan Development,20 days,02/22/27,03/19/27,"38,30",KPMG + IT PM,,No
50,3,Risk Register Baseline,15 days,02/22/27,03/12/27,38,KPMG + All WS Leads,,No
51,3,OPL Establishment,10 days,03/01/27,03/12/27,49,PMO,,No
52,3,Resource Plan and Budget,15 days,03/02/27,03/20/27,49,Finance + IT PM,,No
53,2,QG2 - Concept Quality Gate,0 days,03/31/27,03/31/27,"48,44,43",Steering Committee,Architecture approved; migration strategy confirmed; TSA catalog accepted; proceed to Development,Yes
54,1,Phase 3 - Development,175 days,04/01/27,11/28/27,53,All Workstreams,,No
55,2,3.1 Merger Zone Infrastructure Build,120 days,04/01/27,09/16/27,53,Bosch Infra + Partners,,No
56,3,WAN Provider Selection and Ordering (180 Sites),20 days,04/01/27,04/28/27,53,Bosch Procurement,Order immediately after QG2 - 4-6 month lead time for all sites,No
57,3,Co-Locator Data Center Procurement (3 Regions),40 days,04/01/27,05/28/27,53,Bosch Infra,AP + AM + EMEA co-locators,No
58,3,Active Directory Build (Merger Zone),30 days,04/29/27,06/10/27,56,Bosch AD Team,Foundation for 6000+ client and application migrations,No
59,3,WAN Implementation - EMEA Sites,40 days,05/17/27,07/09/27,56,WAN Provider + Bosch Infra,,No
60,3,WAN Implementation - AP Sites,50 days,05/17/27,07/23/27,56,WAN Provider + Bosch Infra,Largest region; stagger by country,No
61,3,WAN Implementation - AM Sites,50 days,05/17/27,07/23/27,56,WAN Provider + Bosch Infra,Largest region; US hubs first,No
62,3,LAN and WiFi Setup (Top 30 Sites),40 days,06/14/27,08/06/27,58,Bosch Infra,Remaining 150 sites use existing JCI LAN under TSA,No
63,3,Server Infrastructure Build (Merger Zone - 3 Regional DCs),40 days,05/17/27,07/09/27,57,Bosch Infra,,No
64,3,M365 Tenant Provisioning (6000+ Mailboxes),30 days,05/17/27,06/27/27,53,Bosch Azure Team,,No
65,3,Azure and Cloud Environment Setup,30 days,06/28/27,08/08/27,64,Bosch Cloud Team,,No
66,3,Telephony Setup Merger Zone (180 Sites),20 days,06/14/27,07/10/27,"59,60,61",Bosch Telecom,Phone number porting 4-8 weeks per site per operator,No
67,3,File Share Infrastructure (NAS / Cloud),20 days,06/14/27,07/10/27,63,Bosch Infra,User documents for ~8000 employees,No
68,3,Backup and Archiving Setup,15 days,07/12/27,07/30/27,63,Bosch Infra,,No
69,2,3.2 ERP and SAP Development,110 days,04/01/27,09/02/27,53,ERP Team + Migration Partner,,No
70,3,SAP System Landscape Analysis,20 days,04/01/27,04/28/27,53,ERP Architects,,No
71,3,SAP Shell Copy Preparation (Merger Zone),40 days,04/29/27,06/25/27,70,Migration Partner + Bosch SAP,,No
72,3,SAP Interface Identification and Adaptation Plan,30 days,04/29/27,06/11/27,70,ERP Team,,No
73,3,SAP Authorization Concept (Disconnect from JCI IdM),25 days,06/12/27,07/16/27,71,Bosch SAP Security,,No
74,3,BW and Reporting Setup,30 days,06/26/27,08/07/27,71,Bosch BW Team,,No
75,3,EDI and Integration Setup,30 days,06/26/27,08/07/27,72,Integration Team,,No
76,3,ERP Test Environment Setup (SIT and UAT),20 days,07/17/27,08/13/27,71,Migration Partner + Bosch SAP,,No
77,2,3.3 Application Migration Preparation (~500 Apps),90 days,04/01/27,08/06/27,53,SWS3 + KPMG,,No
78,3,Application Inventory Finalization,20 days,04/01/27,04/28/27,53,KPMG + JCI IT,Validate LeanIX entries; add local/regional apps,No
79,3,Application Grouping into Migration Waves,15 days,04/29/27,05/19/27,78,KPMG + WS Leads,Wave 1: critical; Wave 2: standard; Wave 3: remaining,No
80,3,Migration Package Development per Wave,40 days,05/20/27,07/14/27,79,SWS3 + App Owners,,No
81,3,Custom Application Adaptation for Merger Zone,30 days,06/14/27,07/25/27,79,Dev Teams,,No
82,3,Integration Development (APIs and Interfaces),30 days,06/14/27,07/25/27,79,Integration Team,,No
83,2,3.4 Client Workplace - 6000 Device Migration Prep,60 days,04/01/27,06/25/27,53,Bosch CWP Team,,No
84,3,Client Software Management Setup (SCCM / Intune),20 days,04/01/27,04/28/27,53,Bosch CWP,,No
85,3,Device Reimaging Standard and Packaging (~6000 Devices),30 days,04/29/27,06/11/27,84,Bosch CWP,,No
86,3,Regional Wave Plan - Client Migration (AP AM EMEA),15 days,05/01/27,05/21/27,84,Bosch CWP + IT PM,AP Wave A+B; AM Wave A+B; EMEA Wave A,No
87,3,User Profile and OneDrive Migration Tooling Setup,20 days,05/22/27,06/18/27,85,Bosch Azure Team,,No
88,2,3.5 Security and IAM,80 days,04/01/27,07/19/27,53,Bosch CISO + IAM Team,,No
89,3,IAM Solution Deployment (Identity Provider),40 days,04/01/27,05/28/27,53,Bosch IAM,,No
90,3,IT Security Concept Finalization (incl. External Assessment),20 days,05/29/27,06/25/27,89,Bosch CISO,,No
91,3,OT Security Assessment and Remediation,30 days,05/01/27,06/11/27,53,OT Security Team,,No
92,3,CMDB Setup (ServiceNow) - 6000 Assets,30 days,05/29/27,07/09/27,89,Bosch ITSM Team,,No
93,2,3.6 IT Organization and Operations Setup,80 days,04/01/27,07/19/27,53,Bosch IT Org Team,,No
94,3,Bosch IT Org Structure (8000 Employees / 180 Sites),20 days,04/01/27,04/28/27,53,Bosch HR + IT,Regional IT leads for AP / AM / EMEA,No
95,3,MSP and ITO Contracting (Field Support 180 Sites),40 days,04/29/27,06/25/27,94,Bosch Procurement,On-site support for AP and AM sites,No
96,3,ITSM and ServiceNow Configuration,30 days,05/29/27,07/09/27,92,Bosch ITSM,,No
97,3,Help Desk Setup and Staffing (Multi-Region 24x5),20 days,06/26/27,07/23/27,95,Bosch IT Ops,Multilingual support for AP / AM / EMEA time zones,No
98,2,3.7 TSA Framework Finalization,60 days,04/01/27,06/25/27,53,JCI IT + Legal,,No
99,3,TSA Service Descriptions Finalized (All 180 Sites),30 days,04/01/27,05/13/27,53,JCI IT + Bosch IT,,No
100,3,TSA SLA and KPI Framework,20 days,05/14/27,06/10/27,99,IT PM + Legal,,No
101,3,TSA Governance Model (Monthly Reviews and Reporting),15 days,06/11/27,07/01/27,100,IT PM,,No
102,3,TSA Contracts Legal Review and Finalization,20 days,06/11/27,07/08/27,100,Legal,,No
103,2,QG3 - Development Quality Gate,0 days,11/28/27,11/28/27,"55,69,77,83,88,93,98",Steering Committee,Merger Zone ready; ERP built; app packages ready; 6000 devices packaged; TSA contracts signed,Yes
104,1,Phase 4 - Implementation,152 days,12/01/27,06/30/28,103,All Workstreams,,No
105,2,4.1 Infrastructure Migration to Merger Zone (180 Sites),90 days,12/01/27,04/04/28,103,Bosch Infra + Partners,,No
106,3,WAN Cutover - EMEA Sites Batch 1,20 days,12/01/27,12/28/27,103,WAN Team + JCI Infra,,No
107,3,WAN Cutover - AP Sites Batch 1 (Major Hubs),20 days,12/01/27,12/28/27,103,WAN Team + JCI Infra,AP largest region; hub-first approach,No
108,3,WAN Cutover - AM Sites Batch 1 (Major Hubs),20 days,12/01/27,12/28/27,103,WAN Team + JCI Infra,,No
109,3,WAN Cutover - AP Sites Batch 2 (Remaining),20 days,01/04/28,01/31/28,107,WAN Team + JCI Infra,,No
110,3,WAN Cutover - AM Sites Batch 2 (Remaining),20 days,01/04/28,01/31/28,108,WAN Team + JCI Infra,,No
111,3,WAN Cutover - EMEA Sites Batch 2 (Remaining),20 days,01/04/28,01/31/28,106,WAN Team + JCI Infra,,No
112,3,File Share Migration to Merger Zone (~8000 Users),30 days,01/04/28,02/14/28,106,Bosch Infra,User documents and shared drives,No
113,3,Telephony Cutover to Merger Zone (180 Sites),40 days,01/18/28,03/14/28,"109,110,111",Bosch Telecom,Staggered by site; 4-8 weeks per operator,No
114,2,4.2 Client Device Migration - 6000 Devices,100 days,12/01/27,04/19/28,103,Bosch CWP + Regional IT,,No
115,3,Client Migration Wave 1 - AP Region Hub Sites,30 days,12/01/27,01/12/28,103,AP IT Team,~900 devices (AP hubs),No
116,3,Client Migration Wave 2 - AM Region Hub Sites,30 days,12/01/27,01/12/28,103,AM IT Team,~900 devices (AM hubs),No
117,3,Client Migration Wave 3 - EMEA Sites,25 days,01/13/28,02/16/28,115,EMEA IT Team,~700 devices,No
118,3,Client Migration Wave 4 - AP Region Remaining Sites,30 days,01/13/28,02/23/28,115,AP IT Team,~1500 devices,No
119,3,Client Migration Wave 5 - AM Region Remaining Sites,30 days,01/13/28,02/23/28,116,AM IT Team,~1500 devices,No
120,3,Client Migration Wave 6 - Stragglers and Exceptions,20 days,02/26/28,03/22/28,"117,118,119",CWP Team,~500 devices; special handling,No
121,3,Email and M365 Mailbox Migration (6000+ Mailboxes),45 days,12/29/27,02/29/28,106,Bosch Azure Team,Migrate in batches aligned with client waves,No
122,3,OneDrive and User Document Migration,30 days,01/18/28,02/29/28,121,Bosch Azure Team,,No
123,2,4.3 ERP Migration to Merger Zone,90 days,12/01/27,04/04/28,103,ERP Team + Migration Partner,,No
124,3,SAP Shell Copy Execution - Test Run,20 days,12/01/27,12/28/27,103,Migration Partner + Bosch SAP,,No
125,3,SAP System Integration Test 1 (SIT1),25 days,01/04/28,02/07/28,124,ERP Team + Business,,No
126,3,SAP Shell Copy Execution - Production Prep,15 days,02/08/28,02/28/28,125,Migration Partner + Bosch SAP,,No
127,3,SAP System Integration Test 2 (SIT2),25 days,03/01/28,04/04/28,126,ERP Team + Business,,No
128,3,Business User Acceptance Testing (UAT),20 days,03/11/28,04/05/28,127,Business Key Users,,No
129,3,UAT Sign-Off,0 days,04/05/28,04/05/28,128,Business Leads + IT PM,,Yes
130,2,4.4 Application Migration to Merger Zone,90 days,12/01/27,04/04/28,103,SWS3 + App Teams,,No
131,3,Wave 1 Application Migration - Critical Business Apps,25 days,12/01/27,01/05/28,103,App Teams + KPMG,,No
132,3,Wave 2 Application Migration - Standard Apps,30 days,01/08/28,02/16/28,131,App Teams,,No
133,3,Wave 3 Application Migration - Remaining and Local Apps,30 days,02/19/28,03/29/28,132,App Teams,Regional apps (AP / AM / EMEA) included,No
134,3,End-to-End Integration Testing,20 days,03/01/28,03/28/28,132,Test Team + Business,,No
135,3,Regression Testing Sign-Off,0 days,04/04/28,04/04/28,"133,134",Test Manager,,Yes
136,2,4.5 Signing and Legal Closeout,50 days,02/12/28,04/19/28,105,Legal + Finance,,No
137,3,Legal Entity Structure Finalization (All Regions),20 days,02/12/28,03/11/28,105,Legal,,No
138,3,TSA Contracts Finalized and Signed,15 days,03/12/28,04/01/28,137,Legal + JCI,,No
139,3,License Transfer Agreements Executed (~6000 Devices),15 days,03/12/28,04/01/28,137,Procurement + Legal,,No
140,3,Change of Control Notifications to Vendors,10 days,04/02/28,04/15/28,139,Procurement,,No
141,3,Signing - SPA and APA Execution,0 days,04/19/28,04/19/28,"138,140",Executive Leadership,,Yes
142,3,Frozen Zone Begins (Minimize Production Changes),0 days,04/19/28,04/19/28,141,IT PM,No production changes without SteerCo approval from this point,Yes
143,2,4.6 Day 1 Cutover Preparation,40 days,04/22/28,06/14/28,"129,135,141",IT PM + All WS,,No
144,3,Cutover Plan Finalization,15 days,04/22/28,05/10/28,142,IT PM + WS Leads,,No
145,3,End-User Communication Plan (8000 Users / 180 Sites),20 days,05/13/28,06/07/28,144,Comms + Regional IT,Multi-language; AP + AM + EMEA,No
146,3,Dress Rehearsal and Cutover Simulation,5 days,06/03/28,06/07/28,144,All WS Leads,,No
147,3,Help Desk 24x7 Activation and Training,10 days,06/03/28,06/14/28,144,IT Ops,Multi-region time zone coverage,No
148,3,Go No-Go Readiness Assessment,0 days,06/14/28,06/14/28,"145,146,147",Steering Committee,,Yes
149,2,QG4 - Implementation Quality Gate,0 days,06/28/28,06/28/28,"123,130,143",Steering Committee,6000 clients migrated; ERP live in MZ; apps live in MZ; UAT passed; cutover plan approved,Yes
150,1,Phase 5 - GoLive and Hypercare (90 Days),65 days,07/01/28,09/30/28,149,All Workstreams,,No
151,2,5.1 Day 1 Closing Activities,5 days,07/01/28,07/05/28,149,IT PM + Business,,No
152,3,Day 1 - Closing (Legal Transfer of JCI Business to Bosch),0 days,07/01/28,07/01/28,149,Executive Leadership,,Yes
153,3,Network Domain Cutover to Merger Zone,2 days,07/01/28,07/02/28,152,Bosch Infra,,No
154,3,ERP Day 1 Go-Live Activation,2 days,07/01/28,07/02/28,152,ERP Team,,No
155,3,Application Day 1 Activation (All Regions),2 days,07/01/28,07/02/28,152,App Teams,,No
156,3,TSA Services Activation - JCI Begins Operating IT for Bosch,1 days,07/01/28,07/01/28,152,JCI IT + Bosch IT,18-month TSA clock starts 01 Jul 2028; expires 31 Dec 2029,No
157,3,User Announcement and Go-Live Communication (8000 Users),1 days,07/01/28,07/01/28,152,Comms + Regional IT,,No
158,3,Help Desk 24x7 Live (Multi-Region),1 days,07/01/28,07/01/28,152,IT Ops,,No
159,2,5.2 Hypercare - 90 Calendar Days,65 days,07/01/28,09/30/28,151,All WS Leads + IT Ops,,No
160,3,Daily Operations Review Meetings (Regional Standups),65 days,07/01/28,09/30/28,151,IT PM + Regional WS Leads,AP + AM + EMEA standup cadence,No
161,3,Incident Management and P1/P2 Issue Resolution,65 days,07/01/28,09/30/28,151,IT Ops + Help Desk,,No
162,3,Performance Monitoring and TSA SLA Tracking,65 days,07/01/28,09/30/28,151,IT Ops,JCI SLA compliance tracked from Day 1,No
163,3,Issue Backlog Management and Prioritization,65 days,07/01/28,09/30/28,151,IT PM,,No
164,3,Hypercare Close - Formal Sign-Off,0 days,09/30/28,09/30/28,"160,161,162,163",Steering Committee,,Yes
165,2,QG5 - GoLive Quality Gate,0 days,09/30/28,09/30/28,164,Steering Committee,Hypercare complete; P1/P2 resolved; SLA baseline established; stabilization can begin,Yes
166,1,Phase 6 - Stabilization and TSA Exit,330 days,10/01/28,12/31/29,165,All Workstreams + JCI,JCI TSA expires 31 Dec 2029 (18 months from Day 1 on 01 Jul 2028),No
167,2,6.1 Stabilization and Knowledge Transfer,130 days,10/01/28,03/28/29,165,IT PM + JCI TSA Team,,No
168,3,TSA Governance - Monthly Service Reviews (JCI),130 days,10/01/28,03/28/29,165,IT PM + JCI IT,Monthly reviews; track against SLA and service exit criteria,No
169,3,Performance Optimization (Merger Zone Operations),60 days,10/01/28,12/24/28,165,IT Ops,,No
170,3,Knowledge Transfer - JCI to Bosch (Runbooks Processes Docs),90 days,10/01/28,02/07/29,165,JCI IT + Bosch IT,All 180 sites; AP and AM priority,No
171,3,Bosch IT Environment Preparation for Integration,60 days,10/01/28,12/24/28,165,Bosch IT Architects,,No
172,3,Bosch Network Integration Planning (180 Sites),30 days,12/02/28,01/14/29,171,Bosch Infra,,No
173,2,6.2 Migration - Merger Zone to Bosch Environment,150 days,01/15/29,08/14/29,"167,172",Bosch IT + App Teams,,No
174,3,Bosch AD Integration and Identity Federation,30 days,01/15/29,02/25/29,172,Bosch IAM,Merge Merger Zone AD into Bosch AD,No
175,3,ERP Integration with Bosch Systems,40 days,02/26/29,04/22/29,174,ERP Team,,No
176,3,Client Re-Migration to Bosch Domain (6000 Devices),45 days,02/26/29,04/29/29,174,Bosch CWP,Wave-based by region; AP + AM largest effort,No
177,3,Application Migration Wave 1 - Merger Zone to Bosch,30 days,02/26/29,04/08/29,174,App Teams,,No
178,3,Application Migration Wave 2 - Merger Zone to Bosch,30 days,04/09/29,05/20/29,177,App Teams,,No
179,3,Application Migration Wave 3 - Merger Zone to Bosch,30 days,05/21/29,07/01/29,178,App Teams,,No
180,3,M365 Tenant Migration to Bosch M365 (6000 Mailboxes),30 days,04/09/29,05/20/29,174,Bosch Azure Team,,No
181,3,Network Integration to Bosch Backbone (180 Sites),30 days,06/02/29,07/11/29,178,Bosch Infra,,No
182,2,6.3 TSA Exit - Wave-Based Service Termination,100 days,07/02/29,11/14/29,"173,181",JCI IT + Bosch IT,,No
183,3,TSA Exit Planning per Service (All JCI Services),15 days,07/02/29,07/22/29,181,IT PM + JCI,Define exit criteria and acceptance tests per service,No
184,3,TSA Service Exit Wave 1 - Infrastructure Services,25 days,07/23/29,08/26/29,183,JCI IT + Bosch IT,,No
185,3,TSA Service Exit Wave 2 - Application Services,25 days,08/27/29,09/30/29,184,JCI IT + Bosch IT,,No
186,3,TSA Service Exit Wave 3 - Final Remaining Services,25 days,10/01/29,11/04/29,185,JCI IT + Bosch IT,,No
187,3,TSA Exit Confirmation (All JCI Services Terminated),0 days,11/14/29,11/14/29,186,JCI + Bosch Executive,,Yes
188,2,6.4 Project Closure,30 days,11/17/29,12/29/29,187,IT PM + KPMG,,No
189,3,Lessons Learned Workshop (All Regions),5 days,11/17/29,11/21/29,187,All WS Leads,,No
190,3,Project Closure Report,15 days,11/24/29,12/12/29,189,IT PM + KPMG,,No
191,3,Final Project Sign-Off,0 days,12/29/29,12/29/29,190,Executive Leadership,,Yes
192,2,QG6 - Stabilization Quality Gate,0 days,12/31/29,12/31/29,191,Steering Committee,TSA fully exited; all 180 sites on Bosch environment; project formally closed,Yes
