,80,IT WS (21.02.),21/2/2024,all,General,,Decision,Dealing with shared data in different Platforms,Separation of unstructured data in different platforms will be addressed and orchestrated by the IT Infrastructure workstream for File Services and by Sub-WS 3 for other platforms (e.g. Sharepoint). ,1 - IT Infrastructure,Sub-WS 3 Other Apps,Moderate,Closed,29/2/2024,,2024-04-16: Like description ,,,,
,94,IT 2024-03-21,21/3/2024,all,2 - Commercial IT incl. ERP,,Assumption,Reverse Carve-Out,"Overview on Carve-Out Szenarios for all LEs
-> Review of Current status / Validation of Current Status (if required with Overall FRAME PL)",2 - Commercial IT incl. ERP,,Critical,Closed,2/5/2024,,25.04.2024 SO to next week -> In LE Overview,,,,
,70,IT WS (21.02.),21/2/2024,all,2 - Commercial IT incl. ERP,,Decision,SAP Hosting Partner ,"Decision Preparation for End of March. 
Action to Sub-WS 2 to organise a preparation session to reflect all potential impacts of anticipated SAP Hosting Partner Decision. ",2 - Commercial IT incl. ERP,,Moderate,Done,29/2/2024,3/4/2024,"- Dedicated slot to be organized to prepare and align on decisions (incl. topics like NC3, test, integration,  ...) with Infra involvement

- This OPL top based on the proposal to start directly the implementation of SAP system landscape at an Co-Locator / ITSP (SAP Hosting Partner) – it was already decided by the IT project management in the backwards planning session 22.02.2024 due to several constrains to start within Bosch data center – RfQ etc. should be driven bei SWS6 with support from SWS2 and SWS1 as the overall picture Co-Locator and ITSP needs to be evaluated.",,,,
,69,IT WS (21.02.),21/2/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Architecture Picture incl Hosting,"Action to Sub-Workstream 2 to organise a session to draft an overview of the main FRAME Applications in context of their hosting (type & location). 
Participants: SWS2, Andi Baur, Frank Streichert, ....",2 - Commercial IT incl. ERP,Sub WS 3,Moderate,Closed,28/3/2024,,"Architecture Picture will be driven by cross role Architecture Lead. Andi Baur involved Cueneyt Yildirim (BD/TCA-TCA) for further support. -> enroling light accounting - rather service locally. 
26.11.: CLosed as info in SOL",,,,
,72,IT WS (21.02.),21/2/2024,all,3 - Other Applications,,Issue / Open Point,FIRE Liste ,"Action to Andi Baur to confirm, that FIRE will not ""loose"" applications through FRAME Decisions. ",3 - Other Applications,,Moderate,Done,29/2/2024,,"04.03.2024 ABr: Communication with Fire Marketing done, considered in seperation objects list and in regular project work - can be closed.",,,,
,78,IT WS (21.02.),21/2/2024,all,8 - IT Security,,Issue / Open Point,CISO ,Develop Proposal for TOM around IT Security,6 - IT Organization & Processes,,Moderate,Closed,29/2/2024,,CISO is planed in TOM,,,,
,169,IT WS KPMG MUC,5/6/2024,all,4a. Engineering IT,,Dependency,Alignment of app landscape build-up in target environment SWS 4a. & 1,"Coordination of the application landscape build-up in the target environment with sub-Workstream 1:
- Applications need to be implanted in the AD in the target environment
- Apps that need to run in the target environment must be aligned
- Coordination between Daniel Schwarz (1-Infra) and 4a is required",4a. Engineering IT,1 - IT Infrastructure,High,Done,1/7/2024,,22.07.2024: Update outstanding,,x,,
,73,IT WS (21.02.),21/2/2024,all,4a. Engineering IT,,Decision,FOSS compliance check with Business,"Formal statement from Engineering is required, that Product Compliance with regards to FOSS is taken care of by Engineering.",KPMG,Engineering IT,Moderate,Done,29/2/2024,22/7/2024,"22.07.2024: Confirmation by Harald Schöngen, Robert Mesenecker (OPL item changed to ""Decision"").
25.04. requested Harald for ""formal"" confirmation",,,1/11/2024,
,74,IT WS (21.02.),21/2/2024,all,4a. Engineering IT,,Issue / Open Point,BD open source officer,Check distribution of FOSS (through BD) - identify current distribution approach.,BD,,Moderate,Done,29/2/2024,,"13.11.2024 FOSS Prüfungen abgeschlossen für IT woekstream relevante Themen  (QG dokumentiert). Produktaspekte -> R&D 
22.07.2024: FOSS application licensing is included in SWS 7; Distribution through SCCM
Toni mentioned in session, that BD is currently distributing FOSS.",,,x,
,79,IT WS (21.02.),21/2/2024,all,General,,Decision,Anticipated Implementation before Signing,"Sub Workstreams can propose topics for anticipated implementations, which will be decided on case by case. General rule remains limitation of implementations and associated costs/constraints/risks before signing.",All,,Moderate,Closed,15/4/2024,,,all pre-signing cost releases for impementations have been endorsed through NewCo Management as well as overall project leadership.,,,
,86,Mail from Martin Grohs on 15.03.24,15/3/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Sofia dev. Environment,"- Assuming connected location not direct frame location
- Martin Grohs double checks if Sofia is frame location
- Solution for technical collaboration is not clear yet
",1 - IT Infrastructure,,Moderate,Closed,30/3/2024,,28.03.2024 - external solution definition to be checked by IT Infra - Q: Same standard for all external partners ? -> Yes,,,,
,41,18.01.24 IT All Hands WS,18/1/2024,all,1 - IT Infrastructure,,Decision,FRAME Datacenter Location,"Mirrored solution or one room in e.g., Grasbrunn (Neu Perlach)",1 - IT Infrastructure,,High,Closed,2/15/2/2024,,"2024-03-28 - No ""Datacenter""  but  2 HUB Locations defined (Americas, Europe)
Naming for ""Co-Locator"" hosting SAPs will be defined later (Mid April)",,,,
,42,18.01.24 IT All Hands WS,18/1/2024,all,1 - IT Infrastructure,,Decision,WAN approach,"Decision on Site-to-Site VPN approach or MPLS connections, Decision Material to be prepared",1 - IT Infrastructure,,High,Closed,2/15/2/2024,,"2024-03-28 - Decision prepared, presentation to management 03.04.2024
- Orange as Provider",,,,
,157,IT WS KPMG MUC,5/6/2024,all,1 - IT Infrastructure,,Issue / Open Point,Application owner concept for NewCo ,"Owner central or decentral?
Who are the current and NewCo application owner?
SWS1: List of contacts for applications required",3 - Other Applications,,Moderate,Closed,15/8/2024,,2024-07-04: Ramp-up of G Miess started,Application Owners defined as part of SWS6 - future operationg model,,,
,82,IT WS (21.02.),21/2/2024,all,8 - IT Security,,Issue / Open Point,Integration IT Security across domains,"It has to be agreed, on overall project level, how the different (IT) Security topics shall be considered in an integrated way across OT, Product IT, IT Security.",IT PL,,Moderate,Closed,29/2/2024,,"
'24.04.Overall Perimeter Security headed by CISO in CIO Organisation",,,,
,144,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architechture: Integration Patterns/Standards," - initial Integration standards have been identified and documented
- to be shared in IT Jour Fixe 25.04.2024 (plus link to all participants)
-> also as standard eg for China Customs interface
- amendments to be progressively included",All,"Andi Baur, KPMG",Moderate,Closed,25/4/2024,,,"initial basis established during project, will be further refined and implemented within Keenfinity ",,,
,145,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architechture: Interfaces ,"- Interfaces to and from outside Bosch to be identified
- in Lean IX for Applications 
- for IT Infrastructure: tbd
-> Snapshot of current planned To-Be Interfaces -> 02.05.2024 (tbc)
-> Follow-Up -> June 2024",All,"Andi Baur, KPMG",High,Closed,25/4/2024,,,"initial basis established during project, will be further refined and implemented within Keenfinity ",,,
,85,,3/12/2024,all,3 - Other Applications,,Issue / Open Point,Applications w/o Sub-WS allocation,,3 - Other Applications,,High,Done,3/4/2024,,,,,,
,143,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Architecture: Target Architecture ,"- FRAME Target IT Architechture will be based on LeanIX (not only ppt)
- Standards are largely defined and teams instructed
- date to be fixed for Overall Architecture review -> Target 16.05.2024",All,"Andi Baur, KPMG",High,Closed,25/4/2024,,24.04.2024: Andi will involve additional person to support (Cunyet),"Architecture Standards continuously driven through Andi, including with Cunyet",,,
,209,SWS 6 1:1,28/11/2024,All,6 - IT Organization & Processes,,Issue / Open Point,ITO Contracting,ITO contracting delayed due to limited progress on the MSA contract negotiations,6 - IT Organization & Processes, ,Critical,Done,6/12/2024,,,,,,
,88,Mail from Martin Grohs on 15.03.24,15/3/2024,all,4a. Engineering IT,,Issue / Open Point,CostCenter Eng. for GRB ,,,,,Closed,,,MoM 15.03. Action Martin Grohs,,,,
,99,IT 2024-03-21,21/3/2024,all,General,,Issue / Open Point,"Selection of ""Major Applications""",Criteria ?  Collection,KPMG,,Moderate,Closed,3/4/2024,,Application Overview as reference,,,,
,87,Mail from Martin Grohs on 15.03.24,15/3/2024,all,4a. Engineering IT,,Issue / Open Point,Follow-Up on Steering of SDS activities ,,Thomas Büttner,,Moderate,Done,1/6/2024,,Regular Exchange set-up for Steering btw. Thomas Büttner and SDS/BGSW,,,1/11/2024,
,91,HR IT JF (19.03),19/3/2024,all,General,,Issue / Open Point,Final LE list for the overall project,"For the clear scope definition and various IT sub-WS, it is necessary to obtain a list of all legal entities from the overall project management",FRAME PL,,High,Done,16/4/2024,,"'2024-03-28 - GTM / LE has joined meeting in SWS 2, + good collaboration on Facliliyy Management",,,,
,92,IT 2024-03-21,21/3/2024,all,1 - IT Infrastructure,,Issue / Open Point,Active Directory Interdependencies / Wechselwirkungen,"Dedicated session required - regarding Milestones, incl. interdependencies with user experience in Sub-WS and others
IT Infra Sub-WS to invite for Information Session(s)",1 - IT Infrastructure,,High,Closed,12/4/2024,,Double entry  with item #66,,,,
,222,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,Org,Issue / Open Point,Fehler im System / Organigramm beheben,"Kollegen ""falsch"" umgehangen (EG, PW, ); Ticket zu eröffnen",6 - IT Organization & Processes,HR,High,Done,15/1/2025,,,,,,
,90,Mail from Martin Grohs on 15.03.24,15/3/2024,all,4a. Engineering IT,,Issue / Open Point,SO support,"SO support will not be there anymore, ?	Topic needs to be routed to another workstream ",IT PL,"Engineering IT, SO",Moderate,Closed,2/5/2024,,"13.11.2024 - closed, not relevant anymore",,,,
,95,IT 2024-03-21,21/3/2024,all,2 - Commercial IT incl. ERP,,Dependency,PC4 changes impact with Build Project,Consider as Risk,2 - Commercial IT incl. ERP,,Moderate,Closed,3/4/2024,,,,,,
,96,IT 2024-03-21,21/3/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Test Planning / Test Concept ,"Automation ?, Business Involvement, Backfilling, .... (Co-Location will ""fit"" into) ",2 - Commercial IT incl. ERP,,High,Closed,12/4/2024,,,,,,
,97,IT 2024-03-21,21/3/2024,all,2 - Commercial IT incl. ERP,,Issue / Open Point,Nomination of Project Lead for SAP HOsting,"Coordination of Sub-WS 1, 2, 6 ",IT PL,,High,Closed,3/4/2024,,"24.04.: SWS6 in Lead - with input from SWS1,2 ",,,,
,98,IT 2024-03-21,21/3/2024,all,General,,Assumption,Application - Infra Link,"Assumption, that Infra team can establish link to the applications. 
-> Infra Team to organize the required sessions with different application teams",1 - IT Infrastructure,,Moderate,Done,31/5/2024,,"22.07.2024: Clarification outstanding
2024-03-16:  Information not sufficient which link should be established? ",,,,
,101,IT 2024-03-21,21/3/2024,all,General,,Issue / Open Point,Sales Order Separation from now on (in BUsiness) ,"potentially trade off to business
IT PLs to communicate in all WS Reporting Meeting",IT PL,,Moderate,Done,3/4/2024,,"Idea communicated to all workstreams end of March, 
Sales is planning to organize split orders (exact date to be confirmed)",,,1/11/2024,
,100,IT 2024-03-21,21/3/2024,all,General,,Issue / Open Point,Procurement Transparency ,"Solution Decisions overview, including Cost perspective is missing ?
KPMG to establish Decision and supplier/budget overviews ",KPMG,,High,Closed,3/4/2024,,"25.04. - Decision Documentation Process shared in JF
Procurement decision date beginning of May",,,,
,168,IT WS KPMG MUC,5/6/2024,all,8 - IT Security,,Issue / Open Point,Infrastructure Asset requirements according to Security Concept,Listing of all required Infra. Assets according to Security Concept,8 - IT Security,1 - IT Infrastructure,High,Done,1/7/2024,,"- 13.12.2024: Anton Pfefferseder: Workshop today, 
22.11.2024: Pfefferseder, Anton: responsibility with IT, responsible person to be defined with SWS6 (incl. Cap maps), BCM responsible person to be defined;
10.01.2025: Pfefferseder, Anton: Asset management responsible defined, BCM responsible still tbd",,,,
,103,IT 2024-03-21,21/3/2024,all,General,,Issue / Open Point,Build - Abhängigkeiten,"* Ressourcen Konflikt Commercial IT, PC4 Changes sollten vermieden werden
* Infrastruktur as well ? -> no

* Cutover für beide BUILD, SO, BHCS,  on FRAME, SO ...",IT PL,,Moderate,Done,31/5/2024,31/5/2024,5/31/2024: Project Synchronisation between BUILD and FRAME established,,,1/11/2024,
,106,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,"Data - Schnittregeln, Separation/Transfer-Governance","- Data Owner / Lord of Data to be mapped/identified , incl. data owner for migration
- (data owners may include IE where IE activities are in FRAME LEs in Reverse Carve-Out)
- Governance Body to be set-up
- Business Exchanges to be embedded in SWS work (tandems)
- Deal Types to be linked to ""Archetypes""",2 - Commercial IT incl. ERP,IT PL for Governance + Heiko + Andi,High,Done,25/4/2024,,"all rules defined to support technical definition and implementation of separation/migration
 24.04.2024: eMail sent out for Master of Data from all Businesses",,,,
,104,IT 2024-03-21,21/3/2024,all,3 - Other Applications,,Issue / Open Point,FCM - Zeiterfassung,Abstimmung mit FCM,3 - Other Applications,,Moderate,Closed,3/4/2024,,,,,,
,105,IT Security synch,26/03/2024,all,8 - IT Security,,Issue / Open Point,Allocation of IAM implementation to Sub-Workstreams,Allocation to Sub-WS 2 or Sub-WS 8,IT PL,,High,Closed,3/4/2024,,24.04.: Outcome Bad Kohlgrub: IAM remains in SWS8,,,,
,206,Implementation Plan,27/11/2024,All,4b. Production IT,,Issue / Open Point,Define DOT hosting architecture,"- Comline is set as hosting partner for SAP and database which is imported to DOT
- Currently contract for Comline hosting is still being finalized regarding costs by Falco Rutten

- Impact: DOT input site cannot be tested, DOT data pull cannot be amended; DOT possibly not finalized for operation in time",4b. Production IT,,Critical,Done,29/11/2024,,"08.01.2025:
- Brosig, Thomas: server at Comline ordered, set up of database pending",,,,
,108,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Data - Redlake / Date-Warehouse ,"- High Level Architecture Model for Red-Lake (as-Is, To-Be), incl. Data (separation( view",2 - Commercial IT incl. ERP,,Moderate,Done,25/4/2024,,28.11.2024: already done since long time,,,,
,109,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,IAM - Accountabilities within IT WS,"- Breakout Session in Workshop
- Sharing and formalisation of result in IT JF",8 - IT Security,,High,Done,25/4/2024,,,,,,
,111,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,IAM - Test within ERP Test-Cycle,- identification of best start of IAM testing within ERP Test Cycle ? -> prior to Integration Test 2 ? ,2 - Commercial IT incl. ERP,HR IT,Low,Done,25/4/2024,,28.11.2024: already clone since long time - aligned with Sub-WS8,,,,
,110,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,IAM - HR Interfaces deep dive,- set-up dedicated session,5 - HR IT,,Moderate,Closed,25/4/2024,,Meeting in CW20 ,,,,
,112,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,TOM - ITO; etc. - Asset Management Tool,- clarfication of accountabilities btw. Sub-workstreams,6 - IT Organization & Processes,SWS 8,High,Done,31/8/2024,,"To be decided in the context of ITO RfP due end of August
02.12.2024 ServiceNow decided",,x,,
,113,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,TOM - ITO - Clarification for Factbook,"- location concept for TOM (also relevant for cost aspect in FFB)
- internal HC vs ""Risk Mitigation"" with outsourcing (e.g. BGSW/SDS)",6 - IT Organization & Processes,,High,Done,25/4/2024,,,,x,x,
,114,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,TOM-ITO - Security Capabilities ,- in Cap Map übernehmen,8 - IT Security,,Moderate,Closed,25/4/2024,,"- 22.11.2024: Pfefferseder, Anton: see OPL point 168",,,,
,115,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Kommunikation Summerbreak,"- Message: IT continues over summer, 
- It should be possible not to have constraints to carry over holidays -> Communication to BT Mgmt",IT PL,"Eva, Susanne",High,Closed,25/4/2024,,,,,1/11/2024,
,116,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Scope: Contract Manufacturing Impact on IT,"- set up dedicated session with Business (Jörg Notdurfter)
- impacts on tools, data and processes to be considered and formally confirmed",2 - Commercial IT incl. ERP,Production IT,High,Done,25/4/2024,,"28.11.2024: alignment done
24.05.2024 -> aus IT Seite kein Abstimmungsbedarf ; 
=> dedicated E2E Project to be set-up",,,,
,223,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,,Issue / Open Point,"Find solution for Local IT Support Needs (Lancaster, CDC [Radtke])",In Progess @Andi Baumann; CDC: Affected: Greer (regular on site support to be organized with Capgemini) & Bor (possible solution: to be serviced from Straubing; tbd Frank & D. Sturm),6 - IT Organization & Processes,,High,Closed,15/1/2025,,"Frank & co talked to Radtke: no on site support needed, but has to be made sure that those locations are serviced from other Keenfinity IT locations (i.e. Straubing colleagues have to come to Bor from time to time; for the US: also has to be serviced from other locations); Lancaster: one colleague has been offered a contract (person from BD)",,,,
,118,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,"Scope: Treasury, Konsolidation","- clarification of Scope with Treasury, Consolidation -> with NewCo Treasury (Matthias B.)",2 - Commercial IT incl. ERP,,Moderate,Done,25/4/2024,,28.11.2024: taken care in WP7 together with Matthias,,,,
,185,E-Mail Sandra Hessler ,11/6/2024,All,6 - IT Organization & Processes,,Issue / Open Point,"Finalization and approval of To-Be requirements for SLA, IT Services & IT solution groups","Finalize To-Be Requirements for 
- SLAs for support and availability for SAP systems and other systems as Input for the RfP/contract with external service proivder,
- IT solution groups of product teams provide input for Sub-WS2,
- IT services for the ticketing system,
",6 - IT Organization & Processes,Andi Baur & Joao Tinoco,High,Done,26/8/2024,,"Rough Concept available, but SO expert to be contracted / hired who will take over complete 360 Degree IT",,,,
,77,IT WS (21.02.),21/2/2024,all,8 - IT Security,,Issue / Open Point,IAM Responsibilities,Project responsibilities for Identity and Access Management need to be precised,8 - IT Security,,Moderate,Done,29/2/2024,,"topic raised by Susanne
done: IAM is in IT-Security substream",,,,
,120,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Scope: Standort Straubing,- 100% Carve-Out or remaining BT Business in Straubing ? ,IT PL,IT Infra (visit),Moderate,Done,25/4/2024,,13.11.2024 100% Carve-Out,,,,
,102,IT 2024-03-21,21/3/2024,all,General,,Issue / Open Point,Change of Control ,"Legal, Einkauf, IT, andere Fachabteilungen - Klärung der Zuordnung",IT PL,Frank,High,Closed,3/4/2024,," 13.11. -> Abstimmung Nayou Frank
1.11. double check with IT Procurement, that guidelines are implemented
Confirmation received from Procurement, that there is a guideline + terms and conditions for all new contracts/orders, that address the topic to enalble smooth change of control with no repurcussions""",Alignment with Other Workstreams took place (especially Procurement) to ensure transfer of contracts & assets. etc.,,,
,163,IT WS KPMG MUC,5/6/2024,all,4a. Engineering IT,,Dependency,Clarification of dependencies with Commercial (Flexera),Clarification of dependencies between Flexera (customer portal with SAP connection),4a. Engineering IT,2 - Commercial IT incl. ERP,Moderate,Done,1/7/2024,,"22.07.2024: Update outstanding
20.01.2025: contact person need to be indentified (Olaf)
24.01.2025: needs to be clarified.  ",,,,
,123,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: Business wishes for anticipated Go-Lives,"- clarification of IT WS approach
- suggestion for now: Conceptual ""Big Bang"" for first iteration of Backwards Planning",IT PL,,Critical,Closed,25/4/2024,,"13.11.2024: not relevant anymore
related to dedicated requests from Business in SWS 2 :
Subject to discussions in ""Cross Functional"" Meeting on Mondays ",,,,
,124,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: Staggered Go-Live,- initial considerations for staggered go live to be performed and then shared in WS,2 - Commercial IT incl. ERP,"HR IT, IT PL",High,Closed,15/5/2024,,Only big bang possible due to highly connected logistic processes of BT-ST entities mapped in complex IT system environment  ,,,,
,71,IT WS (21.02.),21/2/2024,all,3 - Other Applications,,Issue / Open Point,Communication of Other Apps to Management,,3 - Other Applications,,Moderate,Closed,3/5/2024,,,"Communication thtough ""Pflichtenheft"" in December 2024/January 2025",,,
,216,IT weekly JF,12/10/2024,All,8 - IT Security,,Issue / Open Point,Savyint SC2 connector not allowed in Bosch governed IT environment,"- IAM Implementation Savyint SC2 connector not allowed in Bosch governed IT environment, AD and other on prem application can only be connected 10 days before closing.
- Measure: Check if temp mirror/dummy AD can be used to do preparation work",8 - IT Security,,High,Closed,10/1/2025,,- 10.01.2025: Anton Pfefferseder: Current solution: prepare as much as possible with mirror AD/dummy; risk to be defined when AD not usable,,,,
,127,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: Co-Locator,"- Stipulate strong assumption, that ERPs will be in co-locator environment prior to Int Test 2
'- timelines for full ""Systemlinie"" to be established (incl. for Interfaces)",2 - Commercial IT incl. ERP,"IT Infra, IT PL",High,done,25/4/2024,," 24.05.2024: 
* currently in plan: move prior to Integration Test",,,,
,128,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: P27 / PF7,- when can consumer Systems be configured ? - what is the way to connect technically,4a. Engineering IT,"Commercial IT, IT Infra",Moderate,Closed,25/4/2024,,06.05.24: Milestone in the timeline - Mid September ,,,,
,129,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Timeline: Common / Shared Test periods across Sub-WS,"- set up dedicated session, to be invited/prepared with new Test Manager SWS 2",2 - Commercial IT incl. ERP,All,High,Done,25/4/2024,,In place,,,,
,130,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Test: Integration Commercial IT & ENgineering,- set up dedicated session,4a. Engineering IT,Commercial IT,Moderate,Closed,25/4/2024,,06.05.24: Part of timeline,,,,
,207,Implementation Plan,27/11/2024,All,3 - Other Applications,,Issue / Open Point,Confluence & Jira,"Confluence  & Jira are going to be onPrefm instead of Cloud 
--> RfD139",3 - Other Applications,,Critical,Closed,11/12/2024,,,Covered by SWS3 regular work and associated RfDs (incl. Changes in approach as and where required/appropriate),,,
,132,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Communication: ,"- initial communication plan (for affected end-users within their cascade) required
- Topics, eg: need to ensure business relevant data are saved on servers, testphases for key-users, ...",IT PL,"Dietmar, Susanne",High,Done,8/11/2024,,13.11.2024 Update provifed in November IT Workshop,,,1/11/2024,
,133,IT WS Bad Kohlgroup,18/04/2051,all,General,,Issue / Open Point,Contributions from global LEs,"- clarification/identification of local experts for final clarification of detailed concepts for SWS2
- GS Contracting where required",2 - Commercial IT incl. ERP,IT PL,Critical,Done,25/4/2024,,"28.11.2024: GS contracting nearly finished, regional contacts defined
25.04.2024 +  Liste, kommunizieren - wann geplant, GS beauftragen in den RB Einheiten + Leute im Business , possibly light solution, …. ",,,,
,134,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Production: Technical Changes in OT Security,- will there be technical changes required in OT Security ? ,8 - IT Security,,High,Closed,25/4/2024,,"- 22.11.2024: Pfefferseder, Anton: technical changes coordinated

Will be addressed in work package 4 (baseline) and 12 (in Manufacturing WS OT-Security)",,,,
,224,SWS6 brainstorming,21/11/2024,all,6 - IT Organization & Processes,,Issue / Open Point,Laptop Service for old devices needs to be sourced for day 1 (replacement),Question: Who does this? - Service provide can only be contacted after investor is clear; @BaurAndi to bring this topic in week of 2nd decemer into workshop breakout,6 - IT Organization & Processes,,High,Done,15/1/2025,,,,,,
,136,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,ERP Lizensierungg SAP + Add-Ons," when, what who, …",7 - IT Contracts & Licenses,SWS 2,Moderate,Closed,1/9/2024,,6/12/24: See Line 92,,,,
,136,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Accountabilities in WS IT: ERP Co-Locator,"- Clarification of accountabilities and collaboration for Co-Locator definition, selection and implementation
- breakdown of respective activities in implementation planning",6 - IT Organization & Processes,"SWS 2, SWS 1",High,Done,25/4/2024,,"24.04.2024: Co-Locator decision process driven by SWS6 (as part of overall outsourcing), with inputs from SWS1 and 2. Probably lead will shift for implementation once co-location partner is identified.",,,,
,137,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Accountabilities in WS IT: Governance BU R&D,What is the project governance for BU specific Engineering IT,4a. Engineering IT,IT PL when needed,High,Done,25/4/2024,,"Clarification achieved, separation between Central Services & BU owned tools
26.04.2024 -Steering Meeting am 29.04. ",,,,
,137,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Accountabilities in WS IT: Travel Expense Processes, who in business and who in IT takes care of travel expense processes ? ,IT PL,"SWS 2 WP Finance, HR IT",Moderate,Done,25/4/2024,,"Travel is addressed in HR workstream, in alignment with Finance workstream""",,,,
,138,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Accountabilities in WS IT: IAM,"Accountabilities for Process (Joiner, Mover, Leaver), Tools and Governance to be defined as well as overall coordination",6 - IT Organization & Processes,"SWS 8, 5, DSO",High,Done,25/4/2024,,"IAM breakout session already took place during the workshop
02.12. Update WS8: Dirst process workshop CW48
Toolstack:
HR System (currently seen as a flat file import, as direct HR system integration before the carve-out seems not possible)
Saviynt
On-Premise AD (integration possible only from May onwards)
Entra ID
Various end applications (which, for example, are not connected to AD)
ServiceNow (extent of integration still uncertain)",,,x,
,139,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Decisions/Concept Approvals: SWS2,"- dedicated slot for concept reviews on WP level requird with IT PL
- date to be fixed for formal ""go"" with NewCo BV regarding the underlying assumptions",2 - Commercial IT incl. ERP,KPMG + IT PL,High,Done,25/4/2024,,,,,,
,138,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,FRAME IT Org Set-Up,- Nomination of CIO-1 - when is this planned ?,6 - IT Organization & Processes,,Moderate,Closed,25/4/2024,,roughly targeted end of May - 15 most imporant positions under CIO done ,,,,
,107,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,"Data - location constraints (CHina, Russia, Turkey) ?","??? DSO Involvement ?
' topic still to be assigned tp sub-WS",IT PL,Turkey - Dietmar,High,Closed,25/4/2024,,"13.11.2024: Assumption: China - only local data, Russia no  location","Assumptions confirmed, no data in Turkey",,,
,140,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Decisions/Concept Approvals: Betriebsvereinbarungen,"- list of tools having and/or requiring BV approval process to be identified
- IT PL to address to Overall FRAME PL",IT PL,FRAME PL,High,Done,25/4/2024,,"Generally taken care of by HR
Regular Exchange with IT Workstream established",,,,
,141,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Decisions/Concept Approvals: CISO in TOM,- Preparation of Decision wrt to CISO allocation within future FRAME Organisation,6 - IT Organization & Processes,SWS 8,Moderate,Closed,25/4/2024,,assumption: current planned set-up defined in SWS 6 is maintained also after closing,,,,
,142,IT WS Bad Kohlgrub,18/04/2024,all,General,,Issue / Open Point,Decisions/Concept Approvals: Replacements Other Apps,"- Preparation and Communication of replacement decisions for ""Other Apps"" ",3 - Other Applications,KPMG + IT PL,High,Closed,25/4/2024,,Successive WP decisions monitored via Stream 3 and Decision Log,"Communication as part of ""Pflichtenheft"" to Keenfinity Management and with Keenfinity IT Team (through SOL) , End User Communication  prepared rather late, briefly before respective change implementations",,,
,254,Jour Fixe Production IT,17/1/2025,All,General,,Issue / Open Point,Contract manufacturing after closing,Contract manufacturing after closing and fitting master data,4b. Production IT,,High,Closed,,,"- 5/26/2025, Brosig: addressed for Closing, lead by CTG
2/3/2025, Brosig, Thomas: user story created with requirements, adressed with process owner in business -> responsibility with keenfinity",Contract Manufacturing processes defined and implemented through Workstream Production.,,,
,255,Jour Fixe Production IT,17/1/2025,All,General,,Issue / Open Point,Interdependencies DOT,- Align DOT Interdependencies regarding licenses (SWS7) and IAM (SWS8),4b. Production IT,,High,Closed,24.01.2025,,"- 5/26/2025, Brosig: license interdependency is addressed
2/3/2025, Brosig, Thomas: IAM is adressed, licenses still to be defined -> input from Daniel Schwarz requirement, locations to confirm license list",,,,
